,id,name,NN ը/կ,Ա.1. Հայտարարատու պաշտոնատար անձի տվյալները,2
54,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103614,ՀԱՄԼԵՏ ՀԱՐՈՒԹՅՈՒՆՅԱՆ ՀԱՐՈՒԹՅՈՒՆԻ,5.,Փաստացի բնակության հասցե (եթե տարբերվում է հաշվառման հասցեից),Պաշտպանված
55,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103614,ՀԱՄԼԵՏ ՀԱՐՈՒԹՅՈՒՆՅԱՆ ՀԱՐՈՒԹՅՈՒՆԻ,6.,"Մարմնի անվանումը, որտեղ պաշտոն է զբաղեցնում",Դատախազություն
56,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103614,ՀԱՄԼԵՏ ՀԱՐՈՒԹՅՈՒՆՅԱՆ ՀԱՐՈՒԹՅՈՒՆԻ,7.,Զբաղեցրած պաշտոնը,Գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության դատախազ
57,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103614,ՀԱՄԼԵՏ ՀԱՐՈՒԹՅՈՒՆՅԱՆ ՀԱՐՈՒԹՅՈՒՆԻ,8.,"Պաշտոնն ստանձնելու օրը, ամիսը, տարին",11/07/2022
58,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103614,ՀԱՄԼԵՏ ՀԱՐՈՒԹՅՈՒՆՅԱՆ ՀԱՐՈՒԹՅՈՒՆԻ,9.,"Էլեկտրոնային փոստի հասցե, հեռախոսահամարներ","Պաշտպանված, Պաշտպանված"
59,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103614,ՀԱՄԼԵՏ ՀԱՐՈՒԹՅՈՒՆՅԱՆ ՀԱՐՈՒԹՅՈՒՆԻ,10.,"Հայտարարագրի ներկայացման օրը, ամիսը, տարին",28/05/2023
60,https://registry.cpcarmenia.am/declaration/?id=1_1_1_104049,ՆԱԻՐԱ ԱՐՏԱՇԵՍՅԱՆ ՄԿՐՏԻՉԻ,1.,"Անունը, ազգանունը, հայրանունը",ՆԱԻՐԱ ԱՐՏԱՇԵՍՅԱՆ ՄԿՐՏԻՉԻ
61,https://registry.cpcarmenia.am/declaration/?id=1_1_1_104049,ՆԱԻՐԱ ԱՐՏԱՇԵՍՅԱՆ ՄԿՐՏԻՉԻ,2.,"Ծննդյան օր, ամիս, տարի",15/03/1997
62,https://registry.cpcarmenia.am/declaration/?id=1_1_1_104049,ՆԱԻՐԱ ԱՐՏԱՇԵՍՅԱՆ ՄԿՐՏԻՉԻ,3.,Հանրային ծառայությունների համարանիշ,Պաշտպանված
63,https://registry.cpcarmenia.am/declaration/?id=1_1_1_104049,ՆԱԻՐԱ ԱՐՏԱՇԵՍՅԱՆ ՄԿՐՏԻՉԻ,4.,Հաշվառման հասցե,Պաշտպանված
64,https://registry.cpcarmenia.am/declaration/?id=1_1_1_104049,ՆԱԻՐԱ ԱՐՏԱՇԵՍՅԱՆ ՄԿՐՏԻՉԻ,5.,Փաստացի բնակության հասցե (եթե տարբերվում է հաշվառման հասցեից),Պաշտպանված
65,https://registry.cpcarmenia.am/declaration/?id=1_1_1_104049,ՆԱԻՐԱ ԱՐՏԱՇԵՍՅԱՆ ՄԿՐՏԻՉԻ,6.,"Մարմնի անվանումը, որտեղ պաշտոն է զբաղեցնում",Դատախազություն
66,https://registry.cpcarmenia.am/declaration/?id=1_1_1_104049,ՆԱԻՐԱ ԱՐՏԱՇԵՍՅԱՆ ՄԿՐՏԻՉԻ,7.,Զբաղեցրած պաշտոնը,Գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության դատախազ
67,https://registry.cpcarmenia.am/declaration/?id=1_1_1_104049,ՆԱԻՐԱ ԱՐՏԱՇԵՍՅԱՆ ՄԿՐՏԻՉԻ,8.,"Պաշտոնն ստանձնելու օրը, ամիսը, տարին",01/09/2022
68,https://registry.cpcarmenia.am/declaration/?id=1_1_1_104049,ՆԱԻՐԱ ԱՐՏԱՇԵՍՅԱՆ ՄԿՐՏԻՉԻ,9.,"Էլեկտրոնային փոստի հասցե, հեռախոսահամարներ","Պաշտպանված, Պաշտպանված"
69,https://registry.cpcarmenia.am/declaration/?id=1_1_1_104049,ՆԱԻՐԱ ԱՐՏԱՇԵՍՅԱՆ ՄԿՐՏԻՉԻ,10.,"Հայտարարագրի ներկայացման օրը, ամիսը, տարին",26/05/2023
70,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103759,ՄԻՀՐԱՆ ԲՈՒԼՂԱԴԱՐՅԱՆ ԱՐԹՈՒՐԻ,1.,"Անունը, ազգանունը, հայրանունը",ՄԻՀՐԱՆ ԲՈՒԼՂԱԴԱՐՅԱՆ ԱՐԹՈՒՐԻ
71,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103759,ՄԻՀՐԱՆ ԲՈՒԼՂԱԴԱՐՅԱՆ ԱՐԹՈՒՐԻ,2.,"Ծննդյան օր, ամիս, տարի",18/10/1995
72,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103759,ՄԻՀՐԱՆ ԲՈՒԼՂԱԴԱՐՅԱՆ ԱՐԹՈՒՐԻ,3.,Հանրային ծառայությունների համարանիշ,Պաշտպանված
73,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103759,ՄԻՀՐԱՆ ԲՈՒԼՂԱԴԱՐՅԱՆ ԱՐԹՈՒՐԻ,4.,Հաշվառման հասցե,Պաշտպանված
74,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103759,ՄԻՀՐԱՆ ԲՈՒԼՂԱԴԱՐՅԱՆ ԱՐԹՈՒՐԻ,5.,Փաստացի բնակության հասցե (եթե տարբերվում է հաշվառման հասցեից),Պաշտպանված
75,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103759,ՄԻՀՐԱՆ ԲՈՒԼՂԱԴԱՐՅԱՆ ԱՐԹՈՒՐԻ,6.,"Մարմնի անվանումը, որտեղ պաշտոն է զբաղեցնում",Դատախազություն
76,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103759,ՄԻՀՐԱՆ ԲՈՒԼՂԱԴԱՐՅԱՆ ԱՐԹՈՒՐԻ,7.,Զբաղեցրած պաշտոնը,Գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության դատախազ
77,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103759,ՄԻՀՐԱՆ ԲՈՒԼՂԱԴԱՐՅԱՆ ԱՐԹՈՒՐԻ,8.,"Պաշտոնն ստանձնելու օրը, ամիսը, տարին",07/12/2020
78,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103759,ՄԻՀՐԱՆ ԲՈՒԼՂԱԴԱՐՅԱՆ ԱՐԹՈՒՐԻ,9.,"Էլեկտրոնային փոստի հասցե, հեռախոսահամարներ","Պաշտպանված, Պաշտպանված"
79,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103759,ՄԻՀՐԱՆ ԲՈՒԼՂԱԴԱՐՅԱՆ ԱՐԹՈՒՐԻ,10.,"Հայտարարագրի ներկայացման օրը, ամիսը, տարին",25/05/2023
80,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103950,ՆԵԼԼԻ ՏԵՐ-ԹՈՐՈՍՅԱՆ ՏԻԳՐԱՆԻ,1.,"Անունը, ազգանունը, հայրանունը",ՆԵԼԼԻ ՏԵՐ-ԹՈՐՈՍՅԱՆ ՏԻԳՐԱՆԻ
81,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103950,ՆԵԼԼԻ ՏԵՐ-ԹՈՐՈՍՅԱՆ ՏԻԳՐԱՆԻ,2.,"Ծննդյան օր, ամիս, տարի",03/10/1995
82,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103950,ՆԵԼԼԻ ՏԵՐ-ԹՈՐՈՍՅԱՆ ՏԻԳՐԱՆԻ,3.,Հանրային ծառայությունների համարանիշ,Պաշտպանված
83,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103950,ՆԵԼԼԻ ՏԵՐ-ԹՈՐՈՍՅԱՆ ՏԻԳՐԱՆԻ,4.,Հաշվառման հասցե,Պաշտպանված
84,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103950,ՆԵԼԼԻ ՏԵՐ-ԹՈՐՈՍՅԱՆ ՏԻԳՐԱՆԻ,5.,Փաստացի բնակության հասցե (եթե տարբերվում է հաշվառման հասցեից),Պաշտպանված
85,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103950,ՆԵԼԼԻ ՏԵՐ-ԹՈՐՈՍՅԱՆ ՏԻԳՐԱՆԻ,6.,"Մարմնի անվանումը, որտեղ պաշտոն է զբաղեցնում",Դատախազություն
86,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103950,ՆԵԼԼԻ ՏԵՐ-ԹՈՐՈՍՅԱՆ ՏԻԳՐԱՆԻ,7.,Զբաղեցրած պաշտոնը,Գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության դատախազ
87,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103950,ՆԵԼԼԻ ՏԵՐ-ԹՈՐՈՍՅԱՆ ՏԻԳՐԱՆԻ,8.,"Պաշտոնն ստանձնելու օրը, ամիսը, տարին",07/12/2020
88,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103950,ՆԵԼԼԻ ՏԵՐ-ԹՈՐՈՍՅԱՆ ՏԻԳՐԱՆԻ,9.,"Էլեկտրոնային փոստի հասցե, հեռախոսահամարներ","Պաշտպանված, Պաշտպանված"
89,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103950,ՆԵԼԼԻ ՏԵՐ-ԹՈՐՈՍՅԱՆ ՏԻԳՐԱՆԻ,10.,"Հայտարարագրի ներկայացման օրը, ամիսը, տարին",23/05/2023
90,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103834,ՏԻԳՐԱՆ ԵՆՈՔՅԱՆ ԱՂՎԱՆԻ,1.,"Անունը, ազգանունը, հայրանունը",ՏԻԳՐԱՆ ԵՆՈՔՅԱՆ ԱՂՎԱՆԻ
91,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103834,ՏԻԳՐԱՆ ԵՆՈՔՅԱՆ ԱՂՎԱՆԻ,2.,"Ծննդյան օր, ամիս, տարի",24/08/1984
92,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103834,ՏԻԳՐԱՆ ԵՆՈՔՅԱՆ ԱՂՎԱՆԻ,3.,Հանրային ծառայությունների համարանիշ,Պաշտպանված
93,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103834,ՏԻԳՐԱՆ ԵՆՈՔՅԱՆ ԱՂՎԱՆԻ,4.,Հաշվառման հասցե,Պաշտպանված
94,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103834,ՏԻԳՐԱՆ ԵՆՈՔՅԱՆ ԱՂՎԱՆԻ,5.,Փաստացի բնակության հասցե (եթե տարբերվում է հաշվառման հասցեից),Պաշտպանված
95,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103834,ՏԻԳՐԱՆ ԵՆՈՔՅԱՆ ԱՂՎԱՆԻ,6.,"Մարմնի անվանումը, որտեղ պաշտոն է զբաղեցնում",Դատախազություն
96,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103834,ՏԻԳՐԱՆ ԵՆՈՔՅԱՆ ԱՂՎԱՆԻ,7.,Զբաղեցրած պաշտոնը,Գլխավոր դատախազության ապօրինի ծագում ունեցող գույքի բռնագանձման գործերով վարչության պետի տեղակալ
97,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103834,ՏԻԳՐԱՆ ԵՆՈՔՅԱՆ ԱՂՎԱՆԻ,8.,"Պաշտոնն ստանձնելու օրը, ամիսը, տարին",03/09/2020
98,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103834,ՏԻԳՐԱՆ ԵՆՈՔՅԱՆ ԱՂՎԱՆԻ,9.,"Էլեկտրոնային փոստի հասցե, հեռախոսահամարներ","Պաշտպանված, Պաշտպանված"
99,https://registry.cpcarmenia.am/declaration/?id=1_1_1_103834,ՏԻԳՐԱՆ ԵՆՈՔՅԱՆ ԱՂՎԱՆԻ,10.,"Հայտարարագրի ներկայացման օրը, ամիսը, տարին",22/05/2023
100,https://registry.cpcarmenia.am/declaration/?id=1_1_1_101925,ԽԱՉԻԿ ՂԱԶԱՐՅԱՆ ԿԱՐԱՊԵՏԻ,1.,"Անունը, ազգանունը, հայրանունը",ԽԱՉԻԿ ՂԱԶԱՐՅԱՆ ԿԱՐԱՊԵՏԻ
101,https://registry.cpcarmenia.am/declaration/?id=1_1_1_101925,ԽԱՉԻԿ ՂԱԶԱՐՅԱՆ ԿԱՐԱՊԵՏԻ,2.,"Ծննդյան օր, ամիս, տարի",03/01/1989
102,https://registry.cpcarmenia.am/declaration/?id=1_1_1_101925,ԽԱՉԻԿ ՂԱԶԱՐՅԱՆ ԿԱՐԱՊԵՏԻ,3.,Հանրային ծառայությունների համարանիշ,Պաշտպանված
103,https://registry.cpcarmenia.am/declaration/?id=1_1_1_101925,ԽԱՉԻԿ ՂԱԶԱՐՅԱՆ ԿԱՐԱՊԵՏԻ,4.,Հաշվառման հասցե,Պաշտպանված
